,smiles_huckel_DFT_xyz
23551,CCO(CC)->[Ta+5](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[Cl-]
23555,COc1ccc([O-]->[Co+]23<-N(=C(C)c4cccc(C(C)=N->2c2c(C)cc(C)cc2C)n->34)c2c(C)cc(C)cc2C)cc1
23556,Cc1ccc2cccc([O-]->[V+5]3(<-[O-2])(<-[O-2])<-[O-]c4cccc5ccc(C)n->3c45)c2[nH+]1
23557,CCOC(=O)C1=C[N-]2->[Fe+2]34(<-N(=CC(C(=O)OCC)=C(C)[N-]->3c3ccccc3N->4=C1C)c1ccccc12)(<-n1ccccc1)<-n1ccccc1
23558,CN(C)C=O.COC(=O)c1c(-c2ccccc2O)n2n(->[Ni+2](<-[Cl-])(<-O=CN(C)C)(<-O=CN(C)C)<-n3c-2sc2ccccc23)c1C
23559,[Br-]->[Ni+2]12<-[c-]3c(Cn4cc5ccccc5n->14)cccc3Cn1cc3ccccc3n->21
23560,c1ccc(P(->[Au+]<-[S-]c2nc3ccccc3o2)(c2ccccc2)c2ccccc2)cc1
23561,[N-3]->[Re+5]1(<-[Cl-])(<-[C]2N(c3ccccc3)N=C(c3ccccc3)N2c2ccccc2)<-[C]2N(c3cccc[c-]->13)N=C(c1ccccc1)N2c1ccccc1
23562,N#[C-]->[Re+5]1(<-[N-3])(<-[C]2N(c3ccccc3)N=C(c3ccccc3)N2c2ccccc2)<-[C]2N(c3cccc[c-]->13)N=C(c1ccccc1)N2c1ccccc1
23563,CP(C)(c1ccccc1)->[OsH+]12(<-C=C->1)(<-C=C->2)(<-P(C)(C)c1ccccc1)<-P(C)(C)c1ccccc1
23564,CCP(c1ccccc1)(c1ccccc1)->[Ni](<-[C-]#[O+])(<-[C-]#[O+])<-P(CC)(c1ccccc1)c1ccccc1
23565,O=C1COC=[C-](->[Ir+3](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-P(c2ccccc2)(c2ccccc2)c2ccccc2)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)O1
23566,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-n1ccccc1CP->7(C(C)(C)C)C(C)(C)C
23567,CC(C)(C)P1(Cc2ccccn2->[Ir+3]<-12345(<-[Cl-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C)C(C)(C)C
23568,C[N-](C)->[Ti+4]1(<-n2ccccc2-c2nc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)[n-]->12)(<-[N-](C)C)<-[N-](C)C
23569,[O-2]->[Re+5]1(<-[Cl-])(<-[S-]Cc2ccccc2[S-]->1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23570,[O-2]->[Re+5]1(<-[Cl-])(<-[S-]CC[S-]->1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23571,CC[S-]->[Re+5]1(<-[O-2])(<-[S-]Cc2ccccc2[S-]->1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23572,CC(C)P1(CCN2Cc3n(C)ccn3->[Mn+]<-2<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])C(C)C
23575,Cc1ccccn1->[Pt+2](<-[Cl-])(<-[Cl-])<-n1ccccc1C
23576,Cc1ccn(->[Pt+2](<-[I-])(<-[I-])<-n2ccc(C)cc2)cc1
23578,[I-]->[Pt+2](<-[I-])(<-n1ccccc1)<-n1ccccc1
23579,Cc1ccn(->[Pt+2](<-[I-])(<-[I-])<-n2ccc(C)cc2)cc1
23580,Cc1cccn(->[Pt+2](<-[I-])(<-[I-])<-n2cccc(C)c2)c1
23581,Cc1ccccn1->[Pt+2](<-[I-])(<-[I-])<-n1ccccc1C
23583,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-O=C(c8ccccc8)N([O-]->3)c3ccccc3)<-c(c->41)c->5(C)c->6c->72
23584,CC(C)c12->[Ru+2]34567(<-O=C(N[O-]->3)c3ccccc3)(<-c(c->41)c->5(C)c->6c->72)<-n1ccccc1
23585,CC(C)c12->[Ru+2]34567(<-O=C(c8ccccc8)N([O-]->3)c3ccccc3)(<-c(c->41)c->5(C)c->6c->72)<-n1ccccc1
23588,CC(=O)c1cc2C(C)=N3N=C([O-]->[Mo+6]<-3(<-[O-2])(<-[O-2])(<-O=S(C)C)<-[O-]c2cc1O)c1ccccc1
23589,CC(=O)c1cc2c(cc1O)[O-]->[Mo+6]1(<-[O-2])(<-[O-2])<-[O-]C(c3cccnc3)=NN->1=C2C.O
23590,[Cl-]->[Ni+2]1(<-[Cl-])<-P(c2ccccc2)(c2ccccc2)c2ccc3ccccc3c2-c2c(P->1(c1ccccc1)c1ccccc1)ccc1ccccc21
23591,CCP(CC)(CC)->[Rh+]123(<-C=C->1)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31
23592,CN(C)c1nccc2->[W+2]34(<-[N-]=O)(<-c12)(<-n1cccn1[BH-](n1cccn->31)n1cccn->41)<-P(C)(C)C
23593,CN(C)C1=NC2C(C#N)CC1C1->[W+2]34(<-[N-]=O)(<-C=12)(<-n1cccn1[BH-](n1cccn->31)n1cccn->41)<-P(C)(C)C
23594,CCP(CC)(CC)->[Rh+3]123(<-[O-][O-]->1)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31
23595,C[C-](=O)->[Pd+2]1(<-[Cl-])<-N(=Cc2ccccn->12)NC(=O)c1ccccc1
23596,[CH3-]->[Pd+2]1(<-[Cl-])<-N(=Cc2ccccn->12)NC(=O)c1ccccc1
23597,Clc1ccc2[O-]->[Zn+2]3(<-[O-]c4ccc(Cl)cc4C=N->3C3CCCCC3)<-N(=Cc2c1)C1CCCCC1
23598,Clc1ccccc1N->[Pd+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23600,[Cl-]->[Pt+2]1(<-[Cl-])(<-C=C->1)<-n1nn(Cc2ccccc2)cc1-c1ccccc1
23603,[O+]#[C-]->[Cr]12345(<-[C-]#[O+])(<-[C-]#[O+])<-c6c->1c->2c->3(CC1C=CCCC1)c->4c->56
23604,CC1C(N->[Pd+2](<-[Cl-])(<-[Cl-])<-NC2CC3CC(C2C)C3(C)C)CC2CC1C2(C)C
23605,COc1ccccc1-c1ccc2ccc3cccn4->[Re+](<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n1c2c34
23607,CC1=CC(C)=N(Cc2ccccn2)->[Cu+](<-[N-]1c1c(C)cc(C)cc1C)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23608,CC1=CC(C)=N(CCc2ccccn2)->[Cu+](<-[N-]1c1c(C)cc(C)cc1C)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23609,CC1=CC(C)=N(Cc2ccccn2)->[Cu+](<-[C-]#[N+]c2c(C)cccc2C)<-[N-]1c1c(C(C)C)cccc1C(C)C
23610,CC1=CC(C)=N(CCc2ccccn2)->[Cu+](<-[C-]#[N+]c2c(C)cccc2C)<-[N-]1c1c(C(C)C)cccc1C(C)C
23611,CC1=CC(C)=N(Cc2ccccn2)->[Cu+](<-[C-]#[N+]c2c(C)cccc2C)<-[N-]1c1c(C)cc(C)cc1C
23612,CC1=CC(C)=N(CCc2ccccn2)->[Cu+](<-[C-]#[N+]c2c(C)cccc2C)<-[N-]1c1c(C)cc(C)cc1C
23613,CC1=CC(C)=N(c2c(C(C)C)cccc2C(C)C)->[Cu+]2<-n3ccccc3C[N-]->21
23614,CC1=CC(C)=N2CCc3ccccn3->[Cu+]<-2<-[N-]1c1c(C(C)C)cccc1C(C)C
23615,CC1=CC(C)=N(c2c(C)cc(C)cc2C)->[Cu+]2<-n3ccccc3C[N-]->21
23616,CC1=CC(C)=N2CCc3ccccn3->[Cu+]<-2<-[N-]1c1c(C)cc(C)cc1C
23618,O=S(=O)([O-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2cccc3ccc4cccn->1c4c32)C(F)(F)F
23619,CC#N->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2cccc3ccc4cccn->1c4c32
23620,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-n2cccc3ccc4cccn->1c4c32)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23622,Cn1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n3cccc4ccc5cccn->2c5c43)c1
23624,O=C1[O-]->[Pd+2]2(<-[O-]C(=O)C13CCC3)<-n1c(-c3ccc4ccccc4n->23)ccc2ccccc21
23629,COC(=O)c12->[Ru+2]3456(<-[Cl-])(<-[Cl-])(<-c(c->3c->41)c->5c->62C)<-P(c1ccccc1)(c1ccccc1)C1CC(C)CCC1C(C)C
23631,C[Si](C)(C)[CH2-]->[Re+5]1(<-[CH3-])(<-[O-2])(<-[CH2-][Si](C)(C)C)<-n2ccccc2-c2ccccn->12
23633,Cc1cc(C(C)(C)C)c([O-]->[Ti+4](<-[Cl-])(<-[Cl-])<-[Cl-])c(C(C)(C)C)c1
23634,[Cl-]->[Pd+2]1(<-[Cl-])<-n2cccc3cccc(CSc4sc5ccccc5n->14)c32
23635,c1ccc([S-]->[Hg+2]<-[c-]2ccccc2-c2ccccn2)cc1
23637,CS(C)(=O)->[Ru+2](<-[Cl-])(<-[Cl-])(<-n1cc2ccccc2[nH]1)(<-n1cc2ccccc2[nH]1)<-S(C)(C)=O
23638,CC1=[C-](->[Au+]<-P(c2ccccc2)(c2ccccc2)c2ccccc2)C(Cc2ccccc2I)OC1=O
23639,[Cl-]->[Hg+2]<-[c-]1ccccc1N=Nc1ccccc1
23640,O=S(=O)(c1ccccc1)[N-]1c2ccc(Br)c3cccn(->[Ir+3]<-145(<-[c-]1ccccc1-c1ccccn->41)<-[c-]1ccccc1-c1ccccn->51)c23
23641,O=S(=O)(c1ccccc1)[N-]1c2ccc(Br)c3cccn(->[Ir+3]<-145(<-[c-]1ccccc1-c1ccccn->41)<-[c-]1ccc(I)cc1-c1ccccn->51)c23
23644,CN1(C)CCN(C)(C)->[Pd+2]<-1(<-[O-]c1ccc([N+](=O)[O-])cc1)<-[c-]1c(F)c(F)c(F)c(F)c1F
23645,Nc1ccccc1.[CH3-]->[Re+7](<-[O-2])(<-[O-2])<-[O-2]
23646,CS1CCC(NC(=O)OC(C)(C)C)C(=O)[N-]2c3cccc4cccn(->[Pd+2]<-2<-1<-[Cl-])c34
23647,CC1N->[Pd+2]2(<-[Cl-])<-n3cccc4cccc([N-]->2C1=O)c43
23648,CCOc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)N(C)[C](->[Au+]<-[Cl-])N2C)cc1
23649,[I-]->[Pt+2]1(<-[I-])<-n2ccccc2-c2[nH]c3ccccc3n->12
23650,[Cl-]->[Pt+2]1(<-[Cl-])<-n2ccccc2-c2[nH]c3ccccc3n->12
23651,Cc1cccc[c-]1->[Re+7](<-[Cl-])(<-[Cl-])(<-[N-2]C(C)(C)C)<-[N-2]C(C)(C)C
23653,Oc1ccc(CCN2=Cc3c([O-]->[Ni+2]<-24<-[O-]c2ccc5ccccc5c2C=N->4CCc2ccc(O)cc2)ccc2ccccc32)cc1
23654,[Cl-]->[Cu+](<-n1ccccc1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23655,[Br-]->[Cu+](<-n1ccccc1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23656,[I-]->[Cu+](<-n1ccccc1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23657,O=C(NC(NCc1ccccc1)=S->[Ru+2]12345(<-[Cl-])(<-[Cl-])<-c6c->1c->2c->3c->4c->56)c1cccs1
23658,O=C(NC(Nc1ccccc1)=S->[Ru+2]12345(<-[Cl-])(<-[Cl-])<-c6c->1c->2c->3c->4c->56)c1cccs1
23659,[CH3-]->[Pd+2]1(<-[Cl-])<-[C]2N(c3ccc(Br)cc3)C=CN2c2ncccn->12
23660,CC(C)(C)N1C=CN2c3ncccn3->[Pd+2](<-[CH3-])(<-[Cl-])<-[C]21
23661,CC(C)c1cccc(C(C)C)c1N1C=CN2c3ncccn3->[Pd+2](<-[CH3-])(<-[O-]C(=O)C(F)(F)F)<-[C]12
23663,C[Si](C)(C)N1=C(c2ccccc2)[N-]([Si](C)(C)C)->[Au+3]<-1(<-[Cl-])<-[Cl-]
23664,CC1=C(C)C(C)(P(F)(F)->[Pt+2](<-[Cl-])(<-[Cl-])<-P(F)(F)C2(C)C(C)=C(C)C(C)=C2C)C(C)=C1C
23665,FP(F)(C1=CCc2ccccc21)->[Pt+2](<-[Cl-])(<-[Cl-])<-P(C1=CCc2ccccc21)(C1C=Cc2ccccc21)C1C=Cc2ccccc21
23666,[O-2]->[V+5]123(<-O=C(N[O-]->1)c1ccccc1)<-[O-]C(=NN->2=Cc1cc(Br)ccc1[O-]->3)c1ccccc1F
23667,[O-2]->[V+5]123(<-O=C(N[O-]->1)c1ccccc1)<-[O-]C(=NN->2=Cc1cccc(Br)c1[O-]->3)c1ccccc1F
23668,CP(C)(C)->[Ru+2]12345(<-c6c->1c->2[c-]->3(CCc1ccc[cH-]->41)c->56)<-P(C)(C)C
23669,CP1(C)CCP(C)(C)->[Fe+2]<-123456<-c1c->2c->3[c-]->4(CCc2ccc[cH-]->52)c->61
23670,C[Si]1(C)C2C=CC=[C-]2->[Fe+2]23456(<-c7c->2c->3[c-]->41c->57)<-P(CCP->6(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
23671,C[Si](C)(C)[Si-]([Si](C)(C)C)([Si](C)(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
23673,CCP(c1ccccc1)(c1ccccc1)->[Fe+2]1234(<-[C-]#[O+])(<-[C-](C)=O)<-c5c->1c->2[c-]->3(C)c->45
23674,CCOC(=C(C=S->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c1ccccc1)c1ccccc1
23675,CCOC(=CC(=S->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c1ccccc1)c1ccccc1
23677,CCOC(=C(C(SCC)=S->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c1ccccc1)c1ccccc1
23680,[Cl-]->[Rh+3]123(<-[Cl-])<-S4CCCS->1CCS->2CCCS->3CC4
23681,[Cl-]->[Rh+3]123(<-[Cl-])<-S4CCCS->1CCCS->2CCCS->3CCC4
23682,Brc1ccc2[O-]->[Pd+2]3(<-N(=Cc2c1)c1ccccc1P->3(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
23683,COc1ccc2[O-]->[Pt+2]3(<-[Cl-])<-N(=Cc2c1)c1ccccc1P->3(c1ccccc1)c1ccccc1
23684,COc1ccc2[O-]->[Pt+2]3(<-[I-])<-N(=Cc2c1)c1ccccc1P->3(c1ccccc1)c1ccccc1
23687,CC1=C(C)C2C3P(c4ccccc4)(c4ccccc4)->[Ni+2](<-[Br-])(<-[Br-])<-P2(c2ccccc2)C1C3
23688,CCP(CC)(CC)->[Ni+2](<-[Cl-])(<-[Cl-])<-P(CC)(CC)CC
23689,CC(=O)C=Cc1ccccc1[O-]->[Mn+3]123<-[O-]c4ccccc4C=N->1CCN->2=Cc1ccccc1[O-]->3
23690,CC(=O)[O-]->[Pd+2](<-O)(<-[O-]C(C)=O)<-[C]1N(c2c(C)cc(C)cc2C)C=CN1c1c(C)cc(C)cc1C
23692,Cn1c2-c3cccc4-c5n(C)c6ccccc6n5->[Ir+3]5(<-[Cl-])(<-[c-]6ccccc6-c6ccccn->56)(<-[c-]34)<-n2c2ccccc21
23693,CCN1(CC)CCN2=C(c3ccccc3)c3ccccn3->[Co+3]<-2<-1(<-[N-2][N+]#N)(<-[N-2][N+]#N)<-[N-2][N+]#N
23694,O=C1NN->[Ir+3]23(<-[O-]1)(<-[c-]1ccccc1-c1ccccn->21)<-[c-]1ccccc1-c1ccccn->31
23695,NN->[Ir+3]12(<-NN)(<-[c-]3ccccc3-c3ccccn->13)<-[c-]1ccccc1-c1ccccn->21
23696,O=C(O)c1cc2C(=O)[O-]->[Re+](<-O)(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2c2ccccc12
23697,CO->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-O=c2c([O-]->1)c(-c1ccccc1)oc1ccccc21
23700,N->[Ag+]1<-O=C(c2cc(Br)cc(S(=O)(=O)[O-])c2O)[O-]->1.O
23703,O=C1[O-]->[Ru+2]23(<-[Cl-])(<-n4ccccc41)<-S1CCS->2CCS->3CC1
23704,CS(C)(=O)->[Ru+2]12(<-[Cl-])(<-N3CCN->1CCN->2CC3)<-S(C)(C)=O
23705,[Cl-]->[Ru+2]123(<-NCCN->1)<-n1ccccc1-c1cccc(-c4ccccn->24)n->31
23706,CC(C)P1(C2=C(N(C)(C)->[Ir+]<-1345<-C1=C->3CCC->4=C->5CC1)Cc1ccccc12)C(C)C
23707,CC(C)P1(c2c3ccccc3c[c-]2N(C)(C)->[Ir+]<-1234<-C1=C->2CCC->3=C->4CC1)C(C)C
23708,[Cl-]->[Ru+2]123(<-n4ccccc4-c4ccccn->14)<-N1CCN->2CCN->3CC1
23710,CC(C)N1C=CN(Cc2ccncc2)[C]1->[Ag+]<-[Cl-]
23711,Cc1cc(C)c(N2C=CN(Cc3ccncc3)[C]2->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]2N(Cc3ccncc3)C=CN2c2c(C)cc(C)cc2C)c(C)c1
23712,CC(C)N1C=CN(Cc2ccncc2)[C]1->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]1N(Cc2ccncc2)C=CN1C(C)C
23713,CO1c2ccccc2N2=C(C=C([O-]->[Ti+4]<-2<-1(<-[Cl-])(<-[Cl-])<-[Cl-])c1ccccc1)C(F)(F)F
23714,CC(C)(C)C1=CC(=N2c3ccccc3S(c3ccccc3)->[Ti+4]<-2(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]1)C(F)(F)F
23715,FC(F)(F)C1=CC(c2ccccc2)=N2c3ccccc3P(c3ccccc3)(c3ccccc3)->[Ti+4]<-2(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]1
23716,[Cl-]->[Ti+4]12345678(<-[Cl-])(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->62[c-]->7(c->81)C1CCC2C1
23717,C[c-]12->[Ti+4]3456789(<-[Cl-])(<-[Cl-])(<-c(c->3c->41)c->52)<-c1c->6c->72[c-]->8(c->91)C1CCC2C1
23718,Cc12->[Zr+4]3456789(<-[Cl-])(<-[Cl-])(<-c%10c->3c->43[c-]->5(c->6%10)C4CCC3C4)<-c1(C)c->7(C)[c-]->8(C)c->92C
23719,CC(C)(C)[C](N=C(OC(=O)c1ccccc1)c1ccccc1)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
23722,O=[C-]1CCc23->[Fe+2]<-1456(<-[C-]#[O+])(<-[C-]#[O+])<-c2c->41[c-]->5(c->63)C2CCC1C2
23724,COP(OC)(OC)->[Ru+2]12345(<-[Cl-])(<-[Cl-])<-c6(C)c->1(C)c->2(C)c->3(C)c->4(C)c->56C
23726,[Cl-]->[Ru+2]123(<-n4ccccc4-c4ccccn->14)<-n1ccccc1-c1cc(-c4nc5ccccc5[nH]4)cc(-c4ccccn->24)n->31
23727,C[Si](C)(C)[N-](->[Co+3](<-[N-]([Si](C)(C)C)[Si](C)(C)C)<-[N-]([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C
23728,C1CC2CC1C1[S-]->[Nb+5]34(<-[S-]C21)(<-[S-]C1C2CCC(C2)C1[S-]->3)<-[S-]C1C2CCC(C2)C1[S-]->4
23729,C1CC2CC1C1[S-]->[Ta+5]34(<-[S-]C21)(<-[S-]C1C2CCC(C2)C1[S-]->3)<-[S-]C1C2CCC(C2)C1[S-]->4
23731,CCOC1=NC2=C(c3c(F)c(F)c(F)c(F)c3F)c3[nH]cc4[c-]3->[Cu+3]35<-[C-]2=C1C(c1c(F)c(F)c(F)c(F)c1F)=C1C=CC(=N->31)C(c1c(F)c(F)c(F)c(F)c1F)=c1ccc([n-]->51)=C4c1c(F)c(F)c(F)c(F)c1F
23732,C1c2ccc3ccc4ccccc4c3c2[O-]->[Fe+2]23<-[O-]c4c(C=N->2c2ccc5ccccc5c2-c2c(N->3=1)ccc1ccccc21)ccc1ccc2ccccc2c41
23734,CC1CC(C)(C)N2->[Ni+2]34(<-[C-]#N)(<-[C-]#N)<-N1CCN->3C(C)(C)CC(C)N->4CC2
23735,CCN(CC)C1=S->[Cu+3](<-[S-]1)(<-[C-](F)(F)F)<-[C-](F)(F)F
23739,Cc12->[Y+3]34567(<-[c-]8ccccc8CN->3(C)C)(<-[c-]3ccccc3CN->4(C)C)<-c1(C)c->5(C)[c-]->6(C)c->72C
23740,CC(C)(C)P(O)(C(C)(C)C)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(O)(C(C)(C)C)C(C)(C)C
23741,[Cl-]->[Pt+2]1(<-[Cl-])<-P(OC2CC3CC(OP->1(c1ccccc1)c1ccccc1)C3C2)(c1ccccc1)c1ccccc1
23742,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-O=c8cc(O)cc9oc(-c%10ccccc%10)cc([O-]->3)c8-9)<-c(c->41)c->5(C)c->6c->72
23743,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-[O-]c8cc(O)cc9oc(-c%10ccccc%10)cc(=S->3)c89)<-c(c->41)c->5(C)c->6c->72
23744,O=C([S-]->[Fe+2]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1c->2[cH-]->3c->45)c1cccs1
23745,C[B-]12n3ccc(C(F)(F)C(F)(F)F)n3->[Ag+](<-[C-]#[O+])(<-n3c(C(F)(F)C(F)(F)F)ccn31)<-n1c(C(F)(F)C(F)(F)F)ccn12
23747,[Cl-]->[Pd+2](<-[Cl-])(<-N=C(c1ccccc1)c1ccccc1)<-N=C(c1ccccc1)c1ccccc1
23748,N#[N+][N-2]->[Co+3]123(<-[N-2][N+]#N)<-N(=Cc4ccccn->14)CCCCN->2=Cc1ccccn->31
23749,S=C=[N-]->[Ni+2]123(<-[N-]=C=S)<-N(=Cc4ccccn->14)CCCCN->2=Cc1ccccn->31
23750,S=C=[N-]->[Ni+2]123(<-[N-]=C=S)<-N(CCCCN->1=C(c1ccccc1)c1ccccn->21)=C(c1ccccc1)c1ccccn->31
23751,COC(=O)C12->[Fe]34(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C5=C->3C(CC51)C->4=2C(=O)OC
23753,Cc1sc(N)n2->[Zn+2]3456(<-O=C->3(C)[O-]->4)(<-O=C->5(C)[O-]->6)<-n3c(N)sc(C)c3-c12
23755,COC(=O)C12->[Fe]34(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C5=C->3C(C([Si](C)(C)C)C51)C->4=2C(=O)OC
23761,CCC=N->[Ru+2]12(<-[N-2][N+]#N)(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21
23763,N#[N+][N-2]->[Ru+2]12(<-[N-2][N+]#N)(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21
23764,[O+]#[C-]->[MoH+]12345(<-c6c->1c->2[cH-]->3c->46)<-P1(c2ccccc2)CN(Cc2ccccc2)CP->5(c2ccccc2)CN(Cc2ccccc2)C1
23765,CC(C)(C)P12->[MoH+]3456(<-[C-]#[O+])(<-c7c->3c->4[cH-]->5c->67)<-P(C(C)(C)C)(CN(c3ccccc3)C1)CN(c1ccccc1)C2
23766,CC(C)(C)P12->[MoH+]3456(<-[C-]#[O+])(<-c7c->3c->4[cH-]->5c->67)<-P(C(C)(C)C)(CN(Cc3ccccc3)C1)CN(Cc1ccccc1)C2
23767,[Cl-]->[Zn+2]123<-N4CN5CCCN->1(CCN->21CCCN(CN->3C2CCCCC24)C1)C5
23768,CC1=NN(c2ccccc2)C2=S->[Cd+2]345(<-S=C6C(=N[N-]->3c3cccc7cccn->4c37)C(C)=NN6c3ccccc3)<-n3cccc4cccc([N-]->5N=C12)c43
23769,[Cl-]->[Zn+2]123<-N4CN5CCCN->1(CCN->21CCCN(CN->3C2CCCCC24)C1)C5
23770,CC1=C(C)C2C3C(=O->[Ru+2](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-P2(c2ccccc2)C1C3)<-p1(-c2ccccc2)cc(C)c(C)c1)N(C)C
23771,[O+]#[C-]->[Mo]12(<-[C-]#[O+])(<-[C-]#[O+])<-S3CCCS->1CCS->2CC3
23775,CC(=O)C1N=N(c2ccccc2)->[Ru+2]2(<-[Cl-])(<-[Cl-])(<-N=1c1ccccc1)<-P(C)(C)CCP->2(C)C
23777,CC1=CC(C)=N2c3ccccc3[O-]->[W+6]<-2(<-[O-2])(<-[Cl-])(<-[Cl-])<-[O-]1
23778,CCCCn1c(=[Se])n(CCCC)c2ccccc21.CCCCn1c(=[Se]->[Hg+2](<-[I-])<-[I-])n(CCCC)c2ccccc21
23779,CCCCn1c(=[Se]->[Pd+2](<-[Cl-])(<-[Cl-])<-[Se]=c2n(CCCC)c3ccccc3n2CCCC)n(CCCC)c2ccccc21
23780,CCCCn1ccn(-c2ccccn2)c1=[Se]->[Hg+2](<-[I-])<-[I-]
23781,[CH3-]->[Pd+2]1(<-[Cl-])<-[O-]S(=O)(=O)c2ccccc2P->1(c1ccccc1)c1ccccc1
23782,[Cl-]->[Zn+2]1(<-[Cl-])<-n2cccn2CN(Cn2cccn->12)c1ccccc1
23783,COc1ccc(N2Cn3cccn3->[Zn+2](<-[Cl-])(<-[Cl-])<-n3cccn3C2)cc1
23784,Fc1ccc(N2Cn3cccn3->[Zn+2](<-[Cl-])(<-[Cl-])<-n3cccn3C2)cc1
23785,Cc1cc(C)n2->[Zn+2](<-[Cl-])(<-[Cl-])<-n3c(C)cc(C)n3CN(Cn12)c1ccccc1
23786,CC(C)c12->[Ru+2]3456(<-[Cl-])(<-[Cl-])(<-c(c->31)c->4(C)c->5c->62)<-P(NCc1ccco1)(c1ccccc1)c1ccccc1
23787,CP(C)(C)->[Mo+2](<-[N-]=O)(<-[O-]C(c1ccccc1)c1ccccc1)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
23788,Cc1scc2-c3csc(C)n3->[Zn+2](<-[Br-])(<-[Br-])<-n21
23790,Cc1scc2-c3csc(C)n3->[Zn+2](<-[I-])(<-[I-])<-n21
23791,C[O-]->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]c3ccccc3C=N->1Nc1ccccn->21
23792,C[O-]->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]c3ccc(Cl)cc3C=N->1Nc1ccccn->21
23793,C[O-]->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]c3ccc(Br)cc3C=N->1Nc1ccccn->21
23794,C[O-]->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]c3ccc(C)cc3C=N->1Nc1ccccn->21
